juz,no_ayat,sent,tag,pos,sentence #
5,85,"['Maka', 'Allah', 'memberi', 'mereka', 'pahala', 'terhadap', 'perkataan', 'yang', 'mereka', 'ucapkan', 'yaitu', 'surga', 'yang', 'mengalir', 'sungai-sungai', 'di', 'dalamnya', 'sedang', 'mereka', 'kekal', 'di', 'dalamnya', 'Dan', 'itulah', 'balasan', 'bagi', 'orang-orang', 'yang', 'berbuat', 'kebaikan', 'yang', 'ikhlas', 'keimanannya']","['O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'B-PER+B-PER', 'I-PER+I-PER', 'I-PER+I-PER', 'I-PER+I-PER', 'O+O', 'O+O', 'O+O']","['NNP', 'NNP', 'VB', 'PRP', 'VB', 'IN', 'NN', 'SC', 'PRP', 'VB', 'SC', 'NN', 'SC', 'VB', 'NN', 'IN', 'RB', 'MD', 'PRP', 'VB', 'IN', 'NN', 'CC', 'NN', 'NN', 'IN', 'NN', 'SC', 'VB', 'VB', 'SC', 'VB', 'RB']",754
2,40,"['Hai', 'Bani', 'Israil', 'ingatlah', 'akan', 'nikmat-Ku', 'yang', 'telah', 'Aku', 'anugerahkan', 'kepadamu', 'dan', 'penuhilah', 'janjimu', 'kepada-Ku', 'niscaya', 'Aku', 'penuhi', 'janji-Ku', 'kepadamu', 'dan', 'hanya', 'kepada-Ku-lah', 'kamu', 'harus', 'takut', 'tunduk']","['O+O', 'B-PER+B-PER', 'I-PER+I-PER', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O']","['NNP', 'NNP', 'NNP', 'VB', 'MD', 'VB', 'SC', 'MD', 'NNP', 'VB', 'NN', 'CC', 'NN', 'NN', 'NN', 'NN', 'NNP', 'VB', 'NN', 'NN', 'CC', 'RB', 'VB', 'NN', 'MD', 'VB', 'NN']",47
2,219,"['Mereka', 'bertanya', 'kepadamu', 'tentang', 'khamar', 'dan', 'judi', 'Katakanlah', 'Pada', 'keduanya', 'terdapat', 'dosa', 'yang', 'besar', 'dan', 'beberapa', 'manfaat', 'bagi', 'manusia', 'tetapi', 'dosa', 'keduanya', 'lebih', 'besar', 'dari', 'manfaatnya', 'Dan', 'mereka', 'bertanya', 'kepadamu', 'apa', 'yang', 'mereka', 'nafkahkan', 'Katakanlah', 'Yang', 'lebih', 'dari', 'keperluan', 'Demikianlah', 'Allah', 'menerangkan', 'ayat-ayat-Nya', 'kepadamu', 'supaya', 'kamu', 'berfikir']","['O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O']","['PRP', 'RB', 'VB', 'IN', 'NN', 'CC', 'NN', 'NNP', 'NNP', 'RB', 'VB', 'NN', 'SC', 'JJ', 'CC', 'CD', 'NN', 'IN', 'NN', 'CC', 'NN', 'RB', 'RB', 'JJ', 'IN', 'NN', 'CC', 'PRP', 'RB', 'VB', 'WH', 'SC', 'PRP', 'VB', 'NNP', 'NNP', 'RB', 'IN', 'NN', 'NNP', 'NNP', 'VB', 'NN', 'NN', 'NN', 'NN', 'VB']",226
2,195,"['Dan', 'belanjakanlah', 'harta', 'bendamu', 'di', 'jalan', 'Allah', 'dan', 'janganlah', 'kamu', 'menjatuhkan', 'dirimu', 'sendiri', 'ke', 'dalam', 'kebinasaan', 'dan', 'berbuat', 'baiklah', 'karena', 'sesungguhnya', 'Allah', 'menyukai', 'orang-orang', 'yang', 'berbuat', 'baik']","['O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'B-PER+B-PER', 'I-PER+I-PER', 'I-PER+I-PER', 'I-PER+I-PER']","['CC', 'NN', 'NN', 'NN', 'IN', 'NN', 'NNP', 'CC', 'NN', 'NN', 'VB', 'NN', 'NN', 'IN', 'NN', 'NN', 'CC', 'VB', 'NN', 'SC', 'RB', 'NNP', 'VB', 'NN', 'SC', 'VB', 'JJ']",202
4,99,"['mereka', 'itu', 'mudah-mudahan', 'Allah', 'memaafkannya', 'Dan', 'adalah', 'Allah', 'Maha', 'Pemaaf', 'lagi', 'Maha', 'Pengampun']","['O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O']","['PRP', 'PR', 'NN', 'NNP', 'NNP', 'NNP', 'VB', 'NNP', 'NNP', 'NNP', 'RB', 'NNP', 'NNP']",592
4,171,"['Wahai', 'Ahli', 'Kitab', 'janganlah', 'kamu', 'melampaui', 'batas', 'dalam', 'agamamu', 'dan', 'janganlah', 'kamu', 'mengatakan', 'terhadap', 'Allah', 'kecuali', 'yang', 'benar', 'Sesungguhnya', 'Al', 'Masih', 'Isa', 'putera', 'Maryam', 'itu', 'adalah', 'utusan', 'Allah', 'dan', 'yang', 'diciptakan', 'dengan', 'kalimat-Nya', 'yang', 'disampaikan-Nya', 'kepada', 'Maryam', 'dan', 'dengan', 'tiupan', 'roh', 'dari-Nya', 'Maka', 'berimanlah', 'kamu', 'kepada', 'Allah', 'dan', 'rasul-rasul-Nya', 'dan', 'janganlah', 'kamu', 'mengatakan', 'Tuhan', 'itu', 'tiga', 'berhentilah', 'dari', 'ucapan', 'itu', 'Itu', 'lebih', 'baik', 'bagimu', 'Sesungguhnya', 'Allah', 'Tuhan', 'Yang', 'Maha', 'Esa', 'Maha', 'Suci', 'Allah', 'dari', 'mempunyai', 'anak', 'segala', 'yang', 'di', 'langit', 'dan', 'di', 'bumi', 'adalah', 'kepunyaan-Nya', 'Cukuplah', 'Allah', 'menjadi', 'Pemelihara']","['O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'B-PER+B-PER', 'O+O', 'B-PER+B-PER', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'B-PER+B-PER', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'B-PER+B-PER', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O']","['NNP', 'NNP', 'NNP', 'VB', 'NN', 'VB', 'NN', 'IN', 'NN', 'CC', 'NN', 'NN', 'VB', 'IN', 'NNP', 'VB', 'SC', 'JJ', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'PR', 'VB', 'NN', 'NNP', 'CC', 'SC', 'VB', 'IN', 'NN', 'SC', 'VB', 'IN', 'NNP', 'CC', 'IN', 'NN', 'NN', 'NN', 'SC', 'VB', 'NN', 'IN', 'NNP', 'CC', 'NN', 'CC', 'NN', 'NN', 'VB', 'NN', 'PR', 'CD', 'NN', 'IN', 'NN', 'PR', 'PR', 'RB', 'JJ', 'VB', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'IN', 'VB', 'NN', 'NN', 'SC', 'IN', 'NN', 'CC', 'IN', 'NN', 'VB', 'NN', 'NNP', 'NNP', 'VB', 'NNP']",664
2,156,"['yaitu', 'orang-orang', 'yang', 'apabila', 'ditimpa', 'musibah', 'mereka', 'mengucapkan', 'Inna', 'lillaahi', 'wa', 'innaa', 'ilaihi', 'raajiuun']","['O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O']","['SC', 'NN', 'SC', 'SC', 'NN', 'VB', 'PRP', 'VB', 'NNP', 'VB', 'NN', 'NN', 'VB', 'RP']",163
2,155,"['Dan', 'sungguh', 'akan', 'Kami', 'berikan', 'cobaan', 'kepadamu', 'dengan', 'sedikit', 'ketakutan', 'kelaparan', 'kekurangan', 'harta', 'jiwa', 'dan', 'buah-buahan', 'Dan', 'berikanlah', 'berita', 'gembira', 'kepada', 'orang-orang', 'yang', 'sabar']","['O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'B-PER+B-PER', 'I-PER+I-PER', 'I-PER+I-PER']","['CC', 'RB', 'MD', 'PRP', 'VB', 'NN', 'NN', 'IN', 'CD', 'NN', 'NN', 'NN', 'NN', 'NN', 'CC', 'NN', 'CC', 'NN', 'NN', 'VB', 'IN', 'NN', 'SC', 'VB']",162
2,17,"['Perumpamaan', 'mereka', 'adalah', 'seperti', 'orang', 'yang', 'menyalakan', 'api', 'maka', 'setelah', 'api', 'itu', 'menerangi', 'sekelilingnya', 'Allah', 'hilangkan', 'cahaya', 'yang', 'menyinari', 'mereka', 'dan', 'membiarkan', 'mereka', 'dalam', 'kegelapan', 'tidak', 'dapat', 'melihat']","['O+O', 'O+O', 'O+O', 'O+O', 'B-PER+B-PER', 'I-PER+I-PER', 'I-PER+I-PER', 'I-PER+I-PER', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O']","['NN', 'PRP', 'VB', 'IN', 'NN', 'SC', 'VB', 'NN', 'SC', 'SC', 'NN', 'PR', 'VB', 'NN', 'NNP', 'VB', 'NN', 'SC', 'VB', 'PRP', 'CC', 'VB', 'PRP', 'IN', 'NN', 'NEG', 'MD', 'VB']",24
6,143,"['yaitu', 'delapan', 'binatang', 'yang', 'berpasangan', 'sepasang', 'domba', 'sepasang', 'dari', 'kambing', 'Katakanlah', 'Apakah', 'dua', 'yang', 'jantan', 'yang', 'diharamkan', 'Allah', 'ataukah', 'dua', 'yang', 'betina', 'ataukah', 'yang', 'ada', 'dalam', 'kandungan', 'dua', 'betinanya', 'Terangkanlah', 'kepadaku', 'dengan', 'berdasar', 'pengetahuan', 'jika', 'kamu', 'memang', 'orang-orang', 'yang', 'benar']","['O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'B-PER+B-PER', 'I-PER+I-PER', 'I-PER+I-PER']","['SC', 'CD', 'NN', 'SC', 'NN', 'NN', 'NN', 'NN', 'IN', 'NN', 'NNP', 'NNP', 'CD', 'SC', 'NN', 'SC', 'VB', 'NNP', 'VB', 'CD', 'SC', 'VB', 'NN', 'SC', 'VB', 'IN', 'NN', 'CD', 'NN', 'NNP', 'VB', 'IN', 'NN', 'NN', 'SC', 'VB', 'RB', 'NN', 'SC', 'JJ']",932
3,8,"['Mereka', 'berdoa', 'Ya', 'Tuhan', 'kami', 'janganlah', 'Engkau', 'jadikan', 'hati', 'kami', 'condong', 'kepada', 'kesesatan', 'sesudah', 'Engkau', 'beri', 'petunjuk', 'kepada', 'kami', 'dan', 'karuniakanlah', 'kepada', 'kami', 'rahmat', 'dari', 'sisi', 'Engkau', 'karena', 'sesungguhnya', 'Engkau-lah', 'Maha', 'Pemberi', 'karunia']","['O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O']","['PRP', 'VB', 'NNP', 'NNP', 'PRP', 'VB', 'NNP', 'VB', 'VB', 'PRP', 'VB', 'IN', 'NN', 'SC', 'NNP', 'NNP', 'VB', 'IN', 'PRP', 'CC', 'VB', 'IN', 'PRP', 'NN', 'IN', 'NN', 'NNP', 'SC', 'RB', 'NNP', 'NNP', 'NNP', 'NNP']",301
5,120,"['Kepunyaan', 'Allah-lah', 'kerajaan', 'langit', 'dan', 'bumi', 'dan', 'apa', 'yang', 'ada', 'di', 'dalamnya', 'dan', 'Dia', 'Maha', 'Kuasa', 'atas', 'segala', 'sesuatu']","['O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O']","['NN', 'NN', 'NN', 'NN', 'CC', 'NN', 'CC', 'WH', 'SC', 'VB', 'IN', 'NN', 'CC', 'NNP', 'NNP', 'NNP', 'IN', 'CD', 'CD']",789
6,12,"['Katakanlah', 'Kepunyaan', 'siapakah', 'apa', 'yang', 'ada', 'di', 'langit', 'dan', 'di', 'bumi', 'Katakanlah', 'Kepunyaan', 'Allah', 'Dia', 'telah', 'menetapkan', 'atas', 'Diri-Nya', 'kasih', 'sayang', 'Dia', 'sungguh', 'akan', 'menghimpun', 'kamu', 'pada', 'hari', 'kiamat', 'yang', 'tidak', 'ada', 'keraguan', 'padanya', 'Orang-orang', 'yang', 'meragukan', 'dirinya', 'mereka', 'itu', 'tidak', 'beriman']","['O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'B-PER+B-PER', 'I-PER+I-PER', 'I-PER+I-PER', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O']","['NNP', 'NNP', 'WH', 'WH', 'SC', 'VB', 'IN', 'NN', 'CC', 'IN', 'NN', 'NNP', 'NNP', 'NNP', 'NNP', 'MD', 'VB', 'IN', 'NNP', 'MD', 'VB', 'PRP', 'RB', 'MD', 'VB', 'NN', 'IN', 'NN', 'NN', 'SC', 'NEG', 'VB', 'NN', 'NN', 'NN', 'SC', 'VB', 'RB', 'PRP', 'PR', 'NEG', 'JJ']",801
6,159,"['Sesungguhnya', 'orang-orang', 'yang', 'memecah', 'belah', 'agama-Nya', 'dan', 'mereka', 'menjadi', 'bergolongan', 'tidak', 'ada', 'sedikitpun', 'tanggung', 'jawabmu', 'kepada', 'mereka', 'Sesungguhnya', 'urusan', 'mereka', 'hanyalah', 'terserah', 'kepada', 'Allah', 'kemudian', 'Allah', 'akan', 'memberitahukan', 'kepada', 'mereka', 'apa', 'yang', 'telah', 'mereka', 'perbuat']","['O+O', 'B-PER+B-PER', 'I-PER+I-PER', 'I-PER+I-PER', 'I-PER+I-PER', 'I-PER+I-PER', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O']","['RB', 'NN', 'SC', 'VB', 'NN', 'NN', 'CC', 'PRP', 'VB', 'NN', 'NEG', 'VB', 'SC', 'VB', 'VB', 'IN', 'PRP', 'RB', 'NN', 'PRP', 'VB', 'NN', 'IN', 'NNP', 'CC', 'NNP', 'MD', 'VB', 'IN', 'PRP', 'WH', 'SC', 'MD', 'PRP', 'VB']",948
6,56,"['Katakanlah', 'Sesungguhnya', 'aku', 'dilarang', 'menyembah', 'tuhan-tuhan', 'yang', 'kamu', 'sembah', 'selain', 'Allah', 'Katakanlah', 'Aku', 'tidak', 'akan', 'mengikuti', 'hawa', 'nafsumu', 'sungguh', 'tersesatlah', 'aku', 'jika', 'berbuat', 'demikian', 'dan', 'tidaklah', 'pula', 'aku', 'termasuk', 'orang-orang', 'yang', 'mendapat', 'petunjuk']","['O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'B-PER+B-PER', 'I-PER+I-PER', 'I-PER+I-PER', 'I-PER+I-PER']","['NNP', 'NNP', 'VB', 'NN', 'VB', 'NN', 'SC', 'VB', 'VB', 'IN', 'NNP', 'NNP', 'NNP', 'NEG', 'MD', 'VB', 'VB', 'NN', 'RB', 'VB', 'NN', 'SC', 'VB', 'PR', 'CC', 'NN', 'RB', 'VB', 'VB', 'NN', 'SC', 'VB', 'VB']",845
6,115,"['Telah', 'sempurnalah', 'kalimat', 'Tuhanmu', 'Al-Quran', 'sebagai', 'kalimat', 'yang', 'benar', 'dan', 'adil', 'Tidak', 'ada', 'yang', 'dapat', 'merubah', 'rubah', 'kalimat-kalimat-Nya', 'dan', 'Dialah', 'yang', 'Maha', 'Mendenyar', 'lagi', 'Maha', 'Mengetahui']","['O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O']","['NN', 'NN', 'NN', 'NNP', 'NNP', 'IN', 'NN', 'SC', 'JJ', 'CC', 'JJ', 'NEG', 'VB', 'SC', 'MD', 'VB', 'VB', 'NN', 'CC', 'NNP', 'SC', 'NNP', 'NNP', 'RB', 'NNP', 'NNP']",904
4,168,"['Sesungguhnya', 'orang-orang', 'yang', 'kafir', 'dan', 'melakukan', 'kezaliman', 'Allah', 'sekali-kali', 'tidak', 'akan', 'mengampuni', 'dosa', 'mereka', 'dan', 'tidak', 'pula', 'akan', 'menunjukkan', 'jalan', 'kepada', 'mereka']","['O+O', 'B-PER+B-PER', 'I-PER+I-PER', 'I-PER+I-PER', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O']","['RB', 'NN', 'SC', 'NN', 'CC', 'VB', 'NN', 'NNP', 'RB', 'NEG', 'MD', 'VB', 'NN', 'PRP', 'CC', 'NEG', 'RB', 'MD', 'VB', 'NN', 'IN', 'PRP']",661
5,2,"['Hai', 'orang-orang', 'yang', 'beriman', 'janganlah', 'kamu', 'melanggar', 'syiar-syiar', 'Allah', 'dan', 'jangan', 'melanggar', 'kehormatan', 'bulan-bulan', 'haram', 'jangan', 'mengganggu', 'binatang-binatang', 'had-ya', 'dan', 'binatang-binatang', 'qalaa-id', 'dan', 'jangan', 'pula', 'mengganggu', 'orang-orang', 'yang', 'mengunjungi', 'Baitullah', 'sedang', 'mereka', 'mencari', 'kurnia', 'dan', 'keridhaan', 'dari', 'Tuhannya', 'dan', 'apabila', 'kamu', 'telah', 'menyelesaikan', 'ibadah', 'haji', 'maka', 'bolehlah', 'berburu', 'Dan', 'janganlah', 'sekali-kali', 'kebencianmu', 'kepada', 'sesuatu', 'kaum', 'karena', 'mereka', 'menghalang-halangi', 'kamu', 'dari', 'Masjidilharam', 'mendorongmu', 'berbuat', 'aniaya', 'kepada', 'mereka', 'Dan', 'tolong-menolonglah', 'kamu', 'dalam', 'mengerjakan', 'kebajikan', 'dan', 'takwa', 'dan', 'jangan', 'tolong-menolong', 'dalam', 'berbuat', 'dosa', 'dan', 'pelanggaran', 'Dan', 'bertakwalah', 'kamu', 'kepada', 'Allah', 'sesungguhnya', 'Allah', 'amat', 'berat', 'siksa-Nya']","['O+O', 'B-PER+B-PER', 'I-PER+I-PER', 'I-PER+I-PER', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O']","['IN', 'NN', 'SC', 'NN', 'NN', 'NN', 'VB', 'CD', 'NNP', 'CC', 'NEG', 'VB', 'NN', 'NN', 'NN', 'NN', 'VB', 'NN', 'NN', 'CC', 'NN', 'NN', 'CC', 'NN', 'RB', 'VB', 'NN', 'SC', 'VB', 'NNP', 'MD', 'PRP', 'VB', 'NN', 'CC', 'NN', 'IN', 'NNP', 'CC', 'SC', 'VB', 'MD', 'VB', 'NN', 'NN', 'SC', 'VB', 'NN', 'CC', 'NN', 'RB', 'VB', 'IN', 'CD', 'NN', 'SC', 'PRP', 'VB', 'NN', 'IN', 'NNP', 'VB', 'VB', 'NN', 'IN', 'PRP', 'CC', 'NN', 'NN', 'IN', 'VB', 'VB', 'CC', 'NN', 'CC', 'NEG', 'VB', 'IN', 'VB', 'NN', 'CC', 'NN', 'CC', 'NN', 'NN', 'IN', 'NNP', 'RB', 'NNP', 'RB', 'JJ', 'PRP']",671
6,36,"['Hanya', 'mereka', 'yang', 'mendengar', 'sajalah', 'yang', 'mematuhi', 'seruan', 'Allah', 'dan', 'orang-orang', 'yang', 'mati', 'hatinya', 'akan', 'dibangkitkan', 'oleh', 'Allah', 'kemudian', 'kepada-Nya-lah', 'mereka', 'dikembalikan']","['O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'B-PER+B-PER', 'I-PER+I-PER', 'I-PER+I-PER', 'I-PER+I-PER', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O']","['RB', 'PRP', 'SC', 'VB', 'NN', 'SC', 'VB', 'NN', 'NNP', 'CC', 'NN', 'SC', 'VB', 'RB', 'MD', 'VB', 'IN', 'NNP', 'CC', 'NN', 'PRP', 'VB']",825
2,27,"['yaitu', 'orang-orang', 'yang', 'melanggar', 'perjanjian', 'Allah', 'sesudah', 'perjanjian', 'itu', 'teguh', 'dan', 'memutuskan', 'apa', 'yang', 'diperintahkan', 'Allah', 'kepada', 'mereka', 'untuk', 'menghubungkannya', 'dan', 'membuat', 'kerusakan', 'di', 'muka', 'bumi', 'Mereka', 'itulah', 'orang-orang', 'yang', 'rugi']","['O+O', 'B-PER+B-PER', 'I-PER+I-PER', 'I-PER+I-PER', 'I-PER+I-PER', 'I-PER+I-PER', 'O+I-PER', 'O+I-PER', 'O+I-PER', 'O+I-PER', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'B-PER+B-PER', 'I-PER+I-PER', 'I-PER+I-PER']","['SC', 'NN', 'SC', 'VB', 'NN', 'NNP', 'SC', 'NN', 'PR', 'VB', 'CC', 'VB', 'WH', 'SC', 'VB', 'NNP', 'IN', 'PRP', 'SC', 'RB', 'CC', 'VB', 'NN', 'IN', 'NN', 'NN', 'PRP', 'VB', 'NN', 'SC', 'JJ']",34
3,144,"['Muhammad', 'itu', 'tidak', 'lain', 'hanyalah', 'seorang', 'rasul', 'sungguh', 'telah', 'berlalu', 'sebelumnya', 'beberapa', 'orang', 'rasul', 'Apakah', 'Jika', 'dia', 'wafat', 'atau', 'dibunuh', 'kamu', 'berbalik', 'ke', 'belakang', 'murtad', 'Barangsiapa', 'yang', 'berbalik', 'ke', 'belakang', 'maka', 'ia', 'tidak', 'dapat', 'mendatangkan', 'mudharat', 'kepada', 'Allah', 'sedikitpun', 'dan', 'Allah', 'akan', 'memberi', 'balasan', 'kepada', 'orang-orang', 'yang', 'bersyukur']","['B-PER+B-PER', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'B-PER+B-PER', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'B-PER+B-PER', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'B-PER+B-PER', 'I-PER+I-PER', 'I-PER+I-PER']","['NNP', 'PR', 'NEG', 'JJ', 'CD', 'NND', 'VB', 'RB', 'MD', 'RB', 'SC', 'CD', 'NN', 'VB', 'NNP', 'NNP', 'PRP', 'VB', 'CC', 'VB', 'NN', 'NN', 'IN', 'NN', 'NNP', 'NNP', 'SC', 'VB', 'IN', 'NN', 'SC', 'PRP', 'NEG', 'MD', 'VB', 'NN', 'IN', 'NNP', 'CC', 'CC', 'NNP', 'MD', 'VB', 'NN', 'IN', 'NN', 'SC', 'VB']",437
